transaction_id,timestamp,user_id,first_name,last_name,email,address,category_l1,category_l2,category_l3,quantity,unit_price,total_price
e0eb2226-339e-4534-9338-c3405091d6e1,2025-07-17T13:29:59Z,69a099ec-8e8f-4792-bad3-fe8ccfd792c1,EVE1796,OTTAIANO1814,ewunia27100913@aol.com,105 Lane 100A Pine Canyon Lk,SNACKS,CANDY,Snickers Bar 1.86oz,3,1.6,4.8
114cb2cf-22b1-4579-b80e-620a45cbefdc,2025-07-05T07:33:38Z,a8009191-5d5f-44bd-9bee-51a6352badd2,EVE2222,NGUYEN4548,user216739959098@example.com,5696 Starkey Rd,GROCERY,CEREAL,Cheerios 18oz,1,5.23,5.23
76d774c7-d234-42ab-9de3-99980ecdd847,2025-06-29T15:24:58Z,7273e052-f48e-465b-90d9-e7f7a01f7ed2,EVE7553,EBEID830,irene427176150@live.com,1710 Woodbine St,GROCERY,SAUCE,Rao's Marinara 24oz,2,8.46,16.92
c7a32559-0c23-40b0-b13f-71d7d3553051,2025-07-30T06:24:15Z,99cf3edf-057b-45a6-bb6c-dbacee15e8a7,EVE7860,HIMMELHEBER8922,bobshas3819395@hotmail.com,2424 Camden Dr,SNACKS,CHIPS,Cheetos Crunchy 8.5oz,1,3.82,3.82
77a46756-f3ad-4884-8260-560f5ade33c5,2025-06-26T18:38:17Z,f1a95630-056a-4543-b4ef-684c56df96d2,EVE8107,LINGAITIS1676,user391476258791@example.com,15 Sumner Ln,SNACKS,CANDY,Reese's Peanut Butter Cups 1.5oz,1,1.58,1.58
e9fab1b8-a950-4f0a-8b9f-c80667d6e89c,2025-06-30T02:01:22Z,b21ca815-e055-4234-bb88-c0774ca69814,EVE6409,FORDYCE3009,evefordyce299756@yahoo.com,2607 Western Ave,GROCERY,CEREAL,Cheerios 18oz,1,5.56,5.56
d9b6736f-5cb2-415a-a8e5-be2775794c98,2025-07-08T12:46:41Z,102e55fc-6c98-4d9f-b862-c23f9b8f645a,EVE3568,HEMSLEY1677,user456778376758@example.com,721 Reading Cir,SOFT DRINKS,COKE,Coca-Cola Classic 12oz can,3,0.99,2.97
fcfb9dcf-27be-4d49-9334-03eee3bc55b9,2025-06-29T09:55:54Z,ddfd6535-1099-43c6-9193-ede471a2f243,EVE2384,AVDEYENKO5279,aavdeyenko814949@netzero.net,23318 E Valleyway Ave,WATER,BOTTLED,Aquafina 16.9oz,1,1.26,1.26
abf5872a-dc5f-48b8-9f0c-ef19802dfbed,2025-06-24T20:16:53Z,7e67f77f-70d5-4b5a-a0c4-8b7cd487c389,EVE982,LINGAITIS162,user391476116845@example.com,15 Sumner Ln,SOFT DRINKS,PEPSI,Pepsi 12oz can,2,1.09,2.18
9061296e-6e82-410e-9002-777477a90c59,2025-07-12T03:38:31Z,ac3c18c3-b268-441b-9f25-eec47e974769,GRACE7942,MCDAID324,user770487909777@example.com,201 S Reynolds St,SNACKS,CHIPS,Lay's Classic 8oz,2,3.65,7.3
406d7a69-dfae-4a46-ae9b-a4a5a0a02297,2025-08-05T18:49:19Z,213c03bc-3f7f-43c3-a662-75cd38529572,EVE7838,GRASSFIELD8610,user403445395130@example.com,429 S 5th St,SNACKS,CHIPS,Lay's Classic 8oz,1,4.18,4.18
2a18452a-770d-4367-b0b2-39d607dc5f22,2025-07-04T05:16:41Z,6c4a6558-3380-4294-ad4d-561580a45642,EVE8219,FORDYCE3298,evefordyce401396@yahoo.com,2607 Western Ave,SNACKS,CANDY,Reese's Peanut Butter Cups 1.5oz,2,1.41,2.82
5d76441c-457c-4c7a-871c-ff3150842d99,2025-06-23T08:55:31Z,096f201e-294c-4fbe-b2ea-e442fef835a6,EVE6286,SKIRBOLL8996,user20590738045@example.com,431 Main St,SOFT DRINKS,COKE,Diet Coke 12oz can,1,1.17,1.17
658135b7-4695-4e91-9246-30b62d312eb4,2025-08-06T01:36:50Z,324be555-262e-47af-a3b0-4b922cdbbb29,EVE8189,BLOMQUIST5555,eve.blomquist360985@yahoo.com,16635 138th Ave NE,SNACKS,CHIPS,Cheetos Crunchy 8.5oz,2,4.41,8.82
1e17258a-c95b-4795-9a34-0258e831e823,2025-07-27T17:55:44Z,68894216-f973-4d65-b215-8752f275a27e,EVE4930,HENNIGAN5094,evehennign754076@aol.com,1423 Electric St,GROCERY,SAUCE,Rao's Marinara 24oz,2,7.8,15.6
3f39c8a1-ba50-4969-a822-dbc092d427cb,2025-07-26T15:37:08Z,287d275e-6426-49ac-bbd9-2cecb45963af,EVE9368,REMBISH911,rembo403561@warwick.net,42 Curving Hill Dr,GROCERY,CEREAL,Kellogg's Frosted Flakes 19oz,2,5.75,11.5
7116c322-2ba8-4afa-baf4-e3a18f0d8493,2025-07-19T00:43:45Z,ad0398ac-ca94-4aed-ab5a-844f865b88b3,EVE801,TABEN6132,evetaben601187@hotmail.com,227 South Ave,SOFT DRINKS,DR PEPPER,Diet Dr Pepper 12oz can,1,1.12,1.12
5b856a4e-5517-454f-8ad3-a96b39701c94,2025-07-28T12:44:09Z,df88815a-5059-4001-b848-0b235b523f26,EVE9960,POETZSCHKE8210,user338968126366@example.com,12308 Triple Crown Rd,SOFT DRINKS,PEPSICO,Starry Lemon Lime 12oz can,2,1.1,2.2
8ca459a2-5947-4312-ae2e-548a86dbe6c9,2025-07-27T14:36:20Z,7e2cff96-e5c2-4c4c-a3d1-4f7d6fa6adb1,EVE2360,LOTTERER7975,dlotterer689887@yahoo.com,2119 Carrhill Rd,SOFT DRINKS,PEPSI,Diet Pepsi 12oz can,1,0.99,0.99
0794f635-03ac-46a1-ab5f-003c82453500,2025-07-23T20:14:16Z,013d2891-9fcd-4366-a827-bdc7e59c3a3e,EVE8291,PANAGOS3413,epanagos910798@msn.com,4 Celona Dr,GROCERY,PASTA,Barilla Spaghetti 1lb,1,1.88,1.88
e92fdf3d-54de-400c-9a47-1bd12d5572c8,2025-07-21T16:04:36Z,0d6c9a50-59bc-4bf7-be17-1e42838dc1ea,EVE9648,DOUGHERTY1366,edoughery420771@msn.com,1053 Hyland Cir,SNACKS,CHIPS,Cheetos Crunchy 8.5oz,2,4.13,8.26
84716d6f-3e2d-44e2-a9e4-5038c97a0a25,2025-06-25T17:20:55Z,f9905bb6-ddae-468b-910f-2f5caf127b1d,EVE5294,GOPIE6082,gopiesrmichael603683@gmail.com,8313 Gandy Way,PRODUCE,VEGGIES,Baby Carrots 1lb,1,1.94,1.94
33c754f0-5891-4391-a99a-f23b0f41595c,2025-07-26T07:36:45Z,ca24062c-b068-495d-9cf4-8aa85da77e64,EVE5229,GATRELL4776,user748564770572@example.com,2406 Love Rd,SNACKS,CANDY,Snickers Bar 1.86oz,1,1.55,1.55
43dddb5c-ee20-4add-a113-79c7d4393112,2025-07-27T11:42:39Z,7c7beeab-bd6e-4349-8748-16ce6e839bdc,EVE4599,HOW8511,user391704288145@example.com,44093 Turf Field Sq,SOFT DRINKS,PEPSICO,Starry Lemon Lime 12oz can,1,0.99,0.99
ea4e9b5b-f315-4723-b308-49a567636fb9,2025-06-27T16:41:57Z,04a7627a-3c77-4956-b507-6483819babb3,EVE3701,FORDYCE1505,evefordyce276627@yahoo.com,2607 Western Ave,SOFT DRINKS,PEPSICO,Starry Lemon Lime 12oz can,2,1.07,2.14
991a53d3-d012-4913-a6c4-c78514707c6c,2025-07-29T00:28:07Z,fec4d6ff-f671-479f-8755-c5915e4cbf10,EVE899,PASTRANA7722,evettepastrana867184@attbi.com,76 Fieldstone Dr,DAIRY,MILK,Horizon Organic Whole Milk Half Gallon,1,4.97,4.97
d2407d32-84a4-4479-878f-da624cc25426,2025-07-07T12:01:52Z,fa58caf3-0457-4648-a0da-fee828f2446a,EVE8395,COMSTOCK3471,kkrc3955696@yahoo.com,6120 Colby St,PERSONAL CARE,ORAL CARE,Crest 3D White Toothpaste 4.1oz,1,3.67,3.67
fb5d8251-7303-4fce-8e24-dec5760e153c,2025-07-18T00:39:31Z,5af3cc2e-f8fc-418b-9201-b36299b09ffa,EVE6410,GATRELL8347,user748564124746@example.com,2406 Love Rd,GROCERY,CEREAL,Cheerios 18oz,2,5.53,11.06
a641c47b-6627-4947-a9a1-77b7bfd649a9,2025-07-17T08:15:26Z,ea507535-0084-4f5b-bb8f-9eadba7da2e0,EVE548,HEBERT3704,user539898896865@example.com,27534 Caradoc Springs Ct,GROCERY,CEREAL,Cheerios 18oz,2,5.14,10.28
cbb2c9ab-3d32-45b7-acbe-96db2d2cf603,2025-08-02T19:11:48Z,ed274045-d62a-45b0-9cf3-aa37a9556a41,EVE4558,NEMERSON825,user172933531554@example.com,2523 Clearview Ave,SOFT DRINKS,COKE,Coke Zero Sugar 12oz can,1,1.14,1.14
ef10da2c-a6b0-4686-b455-16134f0708d5,2025-07-02T15:11:22Z,25f2492d-ce10-4005-916a-9e40730c2a1b,EVE490,TABEN2765,evetaben814244@hotmail.com,227 South Ave,SOFT DRINKS,COKE,Coke Zero Sugar 12oz can,1,0.99,0.99
8ea35271-01e0-46b7-8f6e-99678acbe05c,2025-08-03T21:48:56Z,61dcfd5f-af63-452c-ae54-54df79ab5154,EVE6077,BERNARD6027,user12622526653@example.com,1019 Powell Ct,DAIRY,CHEESE,Sargento Sliced Cheddar 8oz,1,4.15,4.15
755b7eef-c4d4-4028-8bbf-d514d7ba5a99,2025-07-18T01:52:36Z,8aba7702-1636-48c4-a222-5b7a74694f13,EVE2066,BLACK4790,dracograce315222@gmail.com,114 4th St,GROCERY,CEREAL,Cheerios 18oz,1,5.05,5.05
2697745a-5eb7-49c8-b0ac-99902f8f5cbe,2025-07-12T12:15:16Z,7420c4bd-bddf-4641-8915-80cccef1b420,EVE4834,GIVENS9303,eve_givens707161@baxter.com,5600 Nob Hill Rd,SOFT DRINKS,COKE,Coke Zero Sugar 12oz can,1,1.05,1.05
29125a4b-623d-4f32-bc04-48daba59406f,2025-07-03T15:21:46Z,bf168563-13da-42fa-be1f-44dab0519cd3,EVE8984,ADDISON9785,user263032375723@example.com,3104 Tilden Dr,SNACKS,CANDY,Snickers Bar 1.86oz,1,1.42,1.42
c40f1319-c66a-46d2-b459-2da7b20f6924,2025-07-08T08:50:54Z,b96a519e-21ef-4746-8b89-794a80f886c9,EVE2540,ALEXIS4486,user26741427640@example.com,1801 SW 22nd Ave,SNACKS,CANDY,M&M's Peanut 3.27oz,3,1.87,5.61
6009e53c-0fca-4613-b7db-ad90bf4a7d0b,2025-07-31T09:30:41Z,04e4f6a2-c9c9-40f7-991c-4ed51701bc04,EVE2398,SMITH3453,evesmith00846405@gmail.com,4344 Sharon Copley Rd,SNACKS,CHIPS,Lay's Classic 8oz,1,3.75,3.75
b0b88d17-1405-432e-9e44-4c1397535a12,2025-08-06T20:10:30Z,096fa57f-fd6b-4077-a47d-3eba9c5da117,EVE6905,GOPIE9514,gopiesrmichael805565@gmail.com,8313 Gandy Way,PRODUCE,VEGGIES,Baby Carrots 1lb,2,1.8,3.6
d68ae3f6-4ae3-489b-847d-9b3e576a33e1,2025-06-26T22:45:32Z,4f83492d-646b-4f07-b951-a3b35b71fe4d,EVE4458,GATRELL3625,user748564568298@example.com,2406 Love Rd,SOFT DRINKS,PEPSICO,Mountain Dew 12oz can,1,1.1,1.1
61cd7512-863e-49ed-92e5-5d31fb087ea6,2025-07-25T15:48:46Z,32583824-c6d5-4f09-9f09-64646fce66e1,EVE8972,MCELHANEY3152,user733052465824@example.com,10444 S State Road 1,SNACKS,CANDY,M&M's Peanut 3.27oz,2,1.99,3.98
a8d1ebbc-fe01-41ad-99e8-3bd7a903410e,2025-08-07T04:02:11Z,153316f7-824b-49bb-8f7b-b0e0bcec6951,EVE4471,MESSIER6370,user944962123428@example.com,2418 Ephraim Ave,SOFT DRINKS,PEPSICO,Mountain Dew 12oz can,2,1.02,2.04
de1b40f6-51c5-4857-8f28-f09dc50abad8,2025-07-04T20:20:28Z,d13a65dc-c24d-46f7-b42b-a23c64e57ab2,EVE1800,ROSS5327,eve_33382527@sbcglobal.net,9099 Creede Trl,GROCERY,CEREAL,Cheerios 18oz,2,5.19,10.38
ec1f51a5-f7a3-434f-a81f-b9ffe5ceeaef,2025-08-01T20:22:06Z,1927415d-8d4c-4707-86d9-170d2fb23408,EVE7456,GATRELL6595,user748564105103@example.com,2406 Love Rd,SNACKS,CHIPS,Lay's Classic 8oz,3,4.18,12.54
5ef57191-937a-4cd6-8681-f2ee1234bd93,2025-07-05T00:21:00Z,f2dfaf7f-2d67-4129-b4f9-fa0a473d391b,EVE42,GRAWITCH3456,user482554964525@example.com,10032 Bunkum Rd,SOFT DRINKS,COKE,Diet Coke 12oz can,2,1.17,2.34
fe00deae-6a7d-41a1-9a67-e8d2dc18ccce,2025-07-26T01:48:32Z,e2f6ea61-4009-40f5-8544-bec517582447,EVE402,DOUGHERTY551,edoughery20288@msn.com,1053 Hyland Cir,HOUSEHOLD,PAPER,Bounty Paper Towels 6 Double Rolls,2,9.86,19.72
4d7e3af9-dd1d-482e-add0-6eb7e50a9173,2025-07-01T09:07:02Z,7012f7dd-f81f-4b3b-9c7d-1f2c27a0531f,EVE4823,JARBOE2312,user543143992426@example.com,4010 W Chama Dr,SNACKS,CHIPS,Lay's Classic 8oz,1,4.13,4.13
d46b2f0c-7200-43a7-bf35-1fed39b7f929,2025-07-31T04:12:12Z,f1ab6f56-7bef-4c78-b627-fa67da5262a9,EVE7992,BRANNON-AUSL3628,wysingle_mrs343663@yahoo.com,1156 Cancun Ct,SOFT DRINKS,PEPSICO,Mountain Dew 12oz can,2,1.02,2.04
acfb284a-bece-46d6-ae63-ba9c3156ad78,2025-07-22T18:16:31Z,72021ded-d2b8-432d-8b89-d1ba353a8582,EVE1227,KORTAN4785,user182627444472@example.com,450 Sand Hill Rd,SNACKS,CHIPS,Lay's Classic 8oz,1,3.82,3.82
3f12ec77-9e49-497f-9f13-721c339d4bb5,2025-07-01T13:20:22Z,f3460d1f-4fb4-430a-90b6-d4f210227c73,EVE7172,MINTS9059,user793384534926@example.com,5127 Surf Ave,DAIRY,CHEESE,Sargento Sliced Cheddar 8oz,2,4.16,8.32
04d6de5d-8c5f-4eb3-8d09-899d2b3296f5,2025-07-24T11:50:19Z,e587d17b-46bd-4746-b85d-4b7e0a09b579,EVE3174,MAROTTA1300,evemarotta461904@aol.com,11 Clubhouse Dr,GROCERY,CEREAL,Cheerios 18oz,2,5.01,10.02
9a8d4f76-6864-4ac4-967f-3644ea4b21e4,2025-07-30T22:43:28Z,8cc28626-affb-4c4d-8b9c-6b67ba488082,EVE7435,PEARCE513,eve3300968682@hotmail.com,8417 Liberty Ave,SNACKS,CANDY,M&M's Peanut 3.27oz,2,2.05,4.1
bf26987a-7570-4e3c-9650-c8014da134ba,2025-07-01T18:10:51Z,f98e38b1-5699-4fa6-927a-397f084cbbf7,EVE293,DURAND1094,eve.durand870211@vansd.org,3518 NE 111th Cir,SOFT DRINKS,COKE,Diet Coke 12oz can,1,1.0,1.0
fd8b0558-b853-4fa8-ab2e-155a5ef89f51,2025-07-30T11:20:27Z,2654ad05-84e9-4c2c-a282-839ae95e3a74,EVE8144,GERBER8657,egerber3535@esc17.net,107 Cougar Ln,SOFT DRINKS,DR PEPPER,Dr Pepper 12oz can,2,1.17,2.34
153a4a0c-901b-489d-8fe5-ea6e62890cac,2025-07-01T09:38:31Z,331bfbfc-f2fa-4674-8d0c-1b9d72b2a849,EVE220,NEMERSON2931,user172933477463@example.com,2523 Clearview Ave,SOFT DRINKS,COKE,Coke Zero Sugar 12oz can,2,1.16,2.32
1d9603a8-bccf-464b-a3e9-37676dbd4362,2025-07-31T01:31:37Z,a0f0387a-9553-4191-8f9d-f77315ff82e3,EVE2997,LINGAITIS1469,user391476900759@example.com,15 Sumner Ln,BAKERY,BREAD,Wonder Classic White Bread 20oz,1,3.21,3.21
29db4c96-42b4-400d-983c-83a679d6c16e,2025-06-30T15:00:30Z,2e46f607-2ce6-46bd-9ec6-975fed867d5d,EVE3173,POETZSCHKE6009,user338968366976@example.com,12308 Triple Crown Rd,DAIRY,MILK,Horizon Organic Whole Milk Half Gallon,1,5.4,5.4
c4112898-a989-45c9-a4d5-2ef5fb75687a,2025-07-31T11:06:06Z,e349a529-2732-438e-8c0d-a758b3607485,EVE873,HENNIGAN8052,evehennign914068@aol.com,1423 Electric St,SOFT DRINKS,COKE,Coca-Cola Classic 12oz can,2,1.1,2.2
8e836d92-93c4-4c19-9121-c56e2eb21d7c,2025-07-27T08:55:08Z,c2c0d145-46d0-405c-b6f2-2c79534e2723,EVE544,FEROW1268,user974628338773@example.com,1942 R W Berends Dr SW,PRODUCE,VEGGIES,Baby Carrots 1lb,3,1.66,4.98
d40e9074-7032-48a9-99e2-db05257c6c9b,2025-07-06T12:47:56Z,f18ebc18-9eea-4b9f-97b1-8811b641e5f9,EVE2728,LEAL8161,eve.ieal702348@molex.com,703 S Monterey Ave,SOFT DRINKS,PEPSI,Pepsi 12oz can,1,1.16,1.16
da60d7e0-4b12-41fe-9c26-496d3c07b456,2025-07-05T09:57:22Z,05c08705-997b-459e-9c8f-a605b88543dd,EVE5998,VANDERKAAY244,evevandersteen815045@exeter.anglican.org,2155 W Walton St,SOFT DRINKS,PEPSICO,Starry Lemon Lime 12oz can,2,1.06,2.12
4f7f5bcf-bb9c-4685-b50f-304432594036,2025-07-20T19:21:00Z,e67cc625-af2e-4a24-85ce-48049044dc33,EVE153,JONES7509,user781453651333@example.com,1404 N Harrison St,SNACKS,CHIPS,Cheetos Crunchy 8.5oz,1,4.05,4.05
8870aec1-ab4e-42f9-918d-46bc18fb96d5,2025-07-13T14:33:15Z,ace3dc05-74d5-4887-b4a8-fb47cb067cbb,EVE1292,RIVIERE4507,user835392286126@example.com,624 Calendula St,SOFT DRINKS,DR PEPPER,Dr Pepper 12oz can,1,1.12,1.12
3ac50148-28cb-473c-aa7d-2fa87d042df5,2025-06-25T08:10:19Z,4e71e53c-fbdc-47c4-8299-cb04ad15fe22,EVE6110,MARKS982,evemarks09583924@gmail.com,26958 Willow Dr,HOUSEHOLD,DISH,Dawn Dish Soap 19.4oz,3,3.27,9.81
fa8140fa-5870-49a2-80cd-70bafa6b63c4,2025-06-26T12:28:06Z,abf4110e-6ed3-4e8d-8a12-b948f72fb551,EVE254,DIXON3760,roketryder84312862@yahoo.com,5328 Edington Ln,SNACKS,CANDY,Reese's Peanut Butter Cups 1.5oz,2,1.5,3.0
7cf442e7-4db9-428f-a324-771c644b8189,2025-06-27T02:45:55Z,8164771c-a26f-49c3-ab77-0a7bad8447bc,EVE950,WILLIAMS9212,user629903960736@example.com,207 E Meadow Dr,SOFT DRINKS,COKE,Coke Zero Sugar 12oz can,1,1.17,1.17
2e56f172-fb71-4a7c-a4ee-e4ee7834f3dc,2025-07-26T22:00:05Z,7f167401-d5b3-4b9f-8945-d5323d1c52bf,EVE9982,JOHNSON694,user329258636878@example.com,221 N Forrest St,SOFT DRINKS,DR PEPPER,Dr Pepper 12oz can,2,1.14,2.28
3f40b556-7f95-4d27-bdad-03c1d0bdac0f,2025-06-28T18:36:24Z,0cfd76ad-a7b7-4b23-8ca2-958bcebe9e11,EVE6410,FLYNN8539,eveflynn645645@aol.com,15980 SW 149th Ter,SOFT DRINKS,PEPSI,Pepsi 12oz can,2,1.19,2.38
9470d146-9dc7-42a1-9df0-7d07aa9a3791,2025-06-30T18:36:01Z,112dc1de-db3a-4ecf-b627-4d5cba594901,EVE1315,TAPSCOTT1821,etapscott699634@genevacsd.org,359 William St,GROCERY,PASTA,Barilla Spaghetti 1lb,1,1.76,1.76
9b7f74ee-e98f-4292-bee5-aa9334be3002,2025-07-28T18:29:06Z,713c8a51-5c27-41ab-ad91-5b6b5b4dd0a9,EVE9428,HAFFNER3103,user201414733969@example.com,21173 E Founders Rd,SNACKS,CHIPS,Lay's Classic 8oz,1,3.99,3.99
aff3bcec-9e87-464f-b29b-5707c3d7a40d,2025-07-24T23:02:34Z,69ccb6e5-97ac-414c-bfc5-ad2f25cbd4d3,EVE4879,HORNE2890,chapachee850747@hotmail.com,17205 Baronoff Ave,SNACKS,CANDY,Snickers Bar 1.86oz,1,1.44,1.44
fb871d25-9a97-43f4-891c-4f32a040ae58,2025-06-26T09:46:20Z,7854c60d-552d-43a3-b7c6-28bed3de0662,EVE6932,CINE5005,user838797575372@example.com,97 Lenore Ln,SOFT DRINKS,COKE,Coke Zero Sugar 12oz can,3,1.19,3.57
4a60b6cc-9614-4a57-aae2-82a94ad90509,2025-06-26T04:40:40Z,2b057e38-ff52-43c5-a1dc-eb4ba61db704,EVE43,MCELHANEY8060,user733052532531@example.com,10444 S State Road 1,SOFT DRINKS,COKE,Coca-Cola Classic 12oz can,2,1.2,2.4
67066eb1-de7a-4723-a63c-2380a3d3058e,2025-06-28T21:07:33Z,76edb7d6-cb74-47aa-a9ad-fc18a651d37a,EVE4661,KOFSKY9761,evekofsky17095@gmail.com,832 Chelsea Park Dr,GROCERY,PASTA,Barilla Spaghetti 1lb,1,1.71,1.71
157c8176-b675-429c-90a4-0d10035b4028,2025-08-07T08:46:11Z,2f1af9a6-9343-4e83-a2c3-9ad27ee0dfca,EVE4128,ZUBER7569,evegelbeinzuber403748@adttsa.com,429 Old Dairy Dr,SOFT DRINKS,COKE,Coke Zero Sugar 12oz can,3,1.15,3.45
a30ffdcf-3146-4c00-82df-4018418f18cd,2025-08-01T06:13:03Z,2665bc95-ee7f-4218-8790-b442824bf704,GUADALUPE1955,AGUILAR7168,user270555786025@example.com,8732 Vinmar Ave,SNACKS,CANDY,Reese's Peanut Butter Cups 1.5oz,2,1.49,2.98
f1015ad7-a674-4e8b-a682-c12611ae0ebb,2025-07-13T15:30:53Z,e5d5c0bb-5892-448c-b672-7a43d85d574d,EVE9462,NEMERSON2103,user172933320416@example.com,2523 Clearview Ave,SOFT DRINKS,DR PEPPER,Diet Dr Pepper 12oz can,2,1.17,2.34
906f621b-11d5-4f0a-b1e4-61e2dde99943,2025-07-30T21:16:40Z,1d3c3b05-4794-4132-977c-a5d1503fb3ae,EVE6995,HARDIN8963,billcoxiv595788@aol.com,2914 Thomas Ave,GROCERY,SAUCE,Rao's Marinara 24oz,1,7.89,7.89
5ca68f6b-3ffc-4433-bc05-52c05e4c5d15,2025-07-18T15:47:10Z,74e5b914-b019-4a63-9df7-220eae50c3e4,GUADALUPE1949,AGUILAR8012,user488162577113@example.com,3142 Pitluk Ave,DAIRY,CHEESE,Sargento Sliced Cheddar 8oz,3,4.36,13.08
0bee30da-f333-4de3-b432-8d5a72c9ff74,2025-07-27T09:53:37Z,0c10f0f5-51df-426e-9f93-16287fa3000d,EVE513,COMSTOCK635,kkrc3477660@yahoo.com,6120 Colby St,SNACKS,CHIPS,Doritos Nacho Cheese 9.25oz,1,4.59,4.59
1130e668-b587-41f7-83b1-39c0671d2e52,2025-07-07T14:52:51Z,eb78ca81-ed38-4453-aa28-bb127639521a,EVE8282,KESSLER3313,eve.kessler600522@doc.nyc.gov,3850 Hudson Manor Ter,SOFT DRINKS,DR PEPPER,Diet Dr Pepper 12oz can,2,1.17,2.34
90584c8c-edda-4304-b0dc-39867db66d84,2025-07-29T14:44:17Z,109dc37a-d6cc-4b93-b81a-5e8e18bf2c92,EVE5545,WHITSON3445,user498382319892@example.com,1109 Kimberly St,SNACKS,CHIPS,Lay's Classic 8oz,2,4.09,8.18
01545ef5-371d-424b-87d2-ecbf34bed5b2,2025-08-06T23:24:38Z,1d689032-eee2-40f5-820f-599051865457,EVE2503,VELAZQUEZ4961,evevelazquez22652180@yahoo.com,12 Batchelder St,SOFT DRINKS,PEPSICO,Starry Lemon Lime 12oz can,1,1.09,1.09
